Plant ID,Plant Code,Botanical Name,Common Name,Previous Name,Plant Type,Water Needs,Climate Zones,Light Needs,Soil Type,Soil Additional,Maintenance,Abcission,Height Ranges,Spread Ranges,Flower colour,Foliage Colour,Perfume,Aromatic,Edible,Bird Attracting,Bird Attractant,Bore water Tolerance,Frost Tolerance,Greywater Tolerance,Native,Butterfly Attracting,Butterfly Type,Image,Image Location,Image Owner,Herb External Have,Herb Images change to ,Notes,Why photo removed,Why plant removed,Actioned By,Date Actioned,Status
66,ACAPIN,Acalypha wilkesiana 'Pink',Pink Fire Plant,,Shrub,600 to 900mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Red,Unknown,Unknown,No,Unknown,,Yes,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
67,ACARAG,Acalypha wilkesiana 'Raggedy Ann',Frilled Fire Plant,,Shrub,600 to 900mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Bronze,Unknown,Unknown,No,Unknown,,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/67_acalypha_wilkesiana_raggedy_ann.jpg,Arno King,,,,,,,,Active
68,ACASPI,Acalypha wilkesiana 'Spitfire',Fire Plant,,Shrub,600 to 900mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Bronze and red,Unknown,Unknown,No,Unknown,,Yes,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
69,ACASUN,Acalypha wilkesiana 'Sunset Hue',Fire Plant,,Shrub,600 to 900mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Mid green and yellow,Unknown,Unknown,No,Unknown,,Yes,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
70,ACATRE,Acalypha wilkesiana 'Trendy',Fire Plant,,Shrub,600 to 900mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Sand,Loam,Clay",,Low,Evergreen,1 to 2m,1 to 2m,Insignificant,Bronze and red,Unknown,Unknown,No,Unknown,,Yes,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
71,ACARUB,Acanthophoenix rubra,Red Palm,,Palms and Cycads,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,5 to 8m,2 to 3m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
72,ACASTR,Acanthostachys strobilacea,Pinecone Bromeliad,,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,Open compost,"Mounted,Epiphytic mix",Low,Evergreen,Under 0.5m,0.5 to 1m,Orange,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
73,ACAMOL,Acanthus mollis,Bear's Breeches,,Perennial,1400 to 2000mm,Temperate,Semi-shade,Loam,,Medium,Evergreen,0.5 to 1m,1 to 2m,White and blue,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,images/73_acanthus_molli.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
74,ACCSEL,Acca sellowiana,"Feijoa, Pineapple Guava",Feijoa sellowiana,"Fruit,Tree",600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam,Clay",Well drained,Low,Evergreen,1 to 2m,1 to 2m,Red,Grey-green,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
75,ACENEG,Acer negundo,Box Elder Maple,,Medium Tree,900 to 1400mm,Temperate,Sun,Loam,,Medium,Deciduous,5 to 8m,5 to 10m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Medium,Unknown,No,Unknown,Unknown,Yes,images/75_acer_negundo.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
76,ACEPAL,Acer palmatum,Japanese Maple,,Small Tree,1400 to 2000mm,Temperate,"Sun,Semi-shade",Loam,"High organic matter,Intolerant of alkaline soils",Medium,Deciduous,5 to 8m,5 to 10m,Insignificant,Mid green and red,Unknown,Unknown,Unknown,Unknown,,No,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
77,ACERUB,Acer rubrum,Red Maple,,Medium Tree,900 to 1400mm,Temperate,Sun,Loam,,Medium,Deciduous,5 to 8m,5 to 10m,Insignificant,Mid green and red,Unknown,Unknown,Unknown,Unknown,,Unknown,Heavy,Unknown,No,Unknown,Unknown,Yes,images/77_acer_rubrum.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
78,ACESAC,Acer saccharum,Sugar Maple,,Medium Tree,900 to 1400mm,Temperate,Sun,Loam,,Medium,Deciduous,5 to 8m,5 to 10m,Insignificant,Mid green and yellow,Unknown,Unknown,No,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
79,ACHMILL,Achillea millefolium,Yarrow,,Perennial,600 to 900mm,"Dry Subtropical,Temperate",Sun,Loam,,Medium,Evergreen,0.5 to 1m,0.5 to 1m,White and pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Yes,Heavy,Unknown,No,Unknown,Unknown,Yes,images/79_achillea_millefolium.jpg,Department of Environment and Resource Management,Sheldon Navie,,"In addition to the regular white and pink flowered forms of this species, several other cultivars are also still commonly grown in the temperate regions of Australia including 'Cerise Queen', 'Fanal', 'Red Beauty', 'Paprika', 'Rosea' and 'Apfelblute'.",,,,,Active
80,ACHHYB,Achimenes hybrida,Hot Water Plant,,Perennial,2000 to 2500mm,"Humid Tropical,Humid Subtropical",Semi-shade,Loam,High organic matter,Medium,Deciduous,Under 0.5m,Under 0.5m,Pink and red,Mid green,Unknown,Unknown,Unknown,Unknown,,No,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
81,ACMHEL,Acmena hemilampra,Blush Satinash,,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,Well drained,Low,Evergreen,5 to 8m,3 to 5m,White,Mid green,Unknown,Unknown,No,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/81_acmena_hemilampra.jpg,Glenn Leiper,,,,,,,,Active
82,ACMSMI,Acmena smithii,Lillypilly,,Medium Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,Low,Evergreen,8 to 15m,3 to 5m,White,Mid green,Unknown,Unknown,No,Yes,Fruit,Unknown,Light,Unknown,Yes,Unknown,Unknown,Yes,images/82_acmena_smithii.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
83,ACMMIN,Acmena smithii 'Minipilly',Mini Lillypilly,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,Low,Evergreen,2 to 5m,1 to 2m,White,Mid green,Unknown,Unknown,No,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
84,ACMALL,Acmena smithii 'Allyn Magic',Allyn Magic Lillypilly,,Shrub,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Dry Subtropical,Temperate",Sun,Loam,,Low,Evergreen,2 to 5m,1 to 2m,White,Mid green,Unknown,Unknown,No,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/84_acmena_smithii_allyn_magic.jpg,Department of Environment and Resource Management,DERM,,PBR,,,,,Active
85,ACOWRI,Acoelorrhaphe wrightii,Everglades Palm,Paurotis wrightii,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Temperate","Sun,Semi-shade","Loam,Clay",Tolerant of poor drainage,Low,Evergreen,5 to 8m,3 to 5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,images/85_acoelorrhaphe_wrightii.jpg,Arno King,,,,,,,,Active
86,AOKOBL,Acokanthera oblongifolia,Bushman's Poison Wintersweet,,Shrub,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam","Tolerant of alkaline soils,Well drained",Low,Evergreen,2 to 5m,1 to 2m,White,Dark green,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/86_acokanthera_oblongifolia.jpg,Department of Environment and Resource Management,Sheldon Navie,,"Harmful if eaten, skin & eye irritant",,,,,Active
87,AOKVAR,Acokanthera oblongifolia 'Variegata',Variegated Bushman's Poison,,Shrub,600 to 900mm,"Humid Subtropical,Dry Subtropical,Temperate",Sun,"Sand,Loam","Tolerant of alkaline soils,Well drained",Low,Evergreen,2 to 5m,1 to 2m,White,Dark green and silver,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
88,ACOCAL,Acorus calamus,Acorus,,Grass,1400 to 2000mm,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,Well drained,Low,Evergreen,Under 0.5m,0.5 to 1m,Insignificant,Yellow and green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
89,ACOOGO,Acorus gramineus 'Ogon',Gold Acorus,,Grass,1400 to 2000mm,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Yellow and green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
90,ACOVAR,Acorus gramineus 'Variegatus',Variegated Sweet Flag,,Grass,1400 to 2000mm,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
91,ACOAUR,Acorus gramineus 'Pusillus',Mugo Grass,,Grass,1400 to 2000mm,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
92,ACOPUS,Acorus gramineus 'Minimus Aureus',Golden Mugo Grass,,Grass,1400 to 2000mm,"Humid Subtropical,Temperate","Sun,Semi-shade",Loam,,Low,Evergreen,Under 0.5m,Under 0.5m,Insignificant,Yellow and green,Unknown,Unknown,Unknown,Unknown,,Unknown,Light,Yes,No,Unknown,Unknown,No,,,,,,,,,,Active
93,ACRTOT,Acrocomia aculeata,Macaw Palm,Acrocomia totai,Palms and Cycads,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Well drained,Low,Evergreen,8 to 15m,3 to 5m,Insignificant,Dark green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
94,ACRACI,Acronychia acidula,Lemon Aspen,,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Well drained,Low,Evergreen,5 to 8m,3 to 5m,Cream,Mid green,Yes,Unknown,Yes,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/94_acronychia_acidula.jpg,Paul Plant,,,,,,,,Active
95,ACRIMP,Acronychia imperfolia,Beach Acronychia,Acronychia imperforata,Small Tree,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,5 to 8m,3 to 5m,Cream,Mid green,Yes,Unknown,No,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
96,ACRSPE,Acrostichum speciosum,Mangrove Fern,,"Aquatic,Fern",2000 to 2500mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade",Loam,Tolerant of poor drainage,Low,Evergreen,1 to 2m,1 to 2m,None,Dark green,Unknown,Unknown,Unknown,Unknown,,No,Unknown,Yes,Yes,Unknown,Unknown,Yes,images/96_acspe.jpg,Department of Environment and Resource Management,Glenn Leiper,,,,,,,Active
97,ACTCHI,Actinidia chinensis,Kiwifruit,,"Climber,Fruit",1400 to 2000mm,Temperate,Sun,Loam,Well drained,High,Semi-deciduous,2 to 5m,3 to 5m,White,Mid green,Unknown,Unknown,Yes,Yes,Fruit,No,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
98,ADADIG,Adansonia digitata,African Baobab Tree,,Large Tree,100 to 300mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Desert",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,Over 15m,5 to 10m,White,Dark green,Unknown,Unknown,No,Yes,Fruit,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/98_adansonia_digitata.jpg,Paul Plant,,,,,,,,Active
99,ADAGRE,Adansonia gregorii,Baobab Tree,,Large Tree,100 to 300mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical,Desert",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,8 to 15m,5 to 10m,White,Dark green,Unknown,Unknown,No,Yes,Fruit,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,http://www.anbg.gov.au/photo/apii/name/Adansonia+gregorii%25,National Herbarium,,,,,,,,Active
100,ADEFRA,Adenandra fragrans,China Flower,,Shrub,900 to 1400mm,"Dry Subtropical,Temperate",Sun,"Sand,Loam",,Low,Evergreen,1 to 2m,1 to 2m,Pink,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
101,ADEPAV,Adenanthera pavonina,Red Sandalwood,,Medium Tree,900 to 1400mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,Loam,Well drained,Low,Evergreen,8 to 15m,5 to 10m,Cream,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,images/101_adenanthera_pavonina_sanko.jpg,Department of Environment and Resource Management,Garry Sankowsky,,,,,,,Active
102,ADEHET,Adenia heterophylla,Lacewing Vine,,Climber,1400 to 2000mm,Humid Tropical,Sun,Loam,Well drained,High,Evergreen,5 to 8m,3 to 5m,Yellow,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,,,,,,,,,,Active
103,ADEOBE,Adenium obesum,Desert Rose,,Succulent,100 to 300mm,"Humid Tropical,Dry Tropical,Humid Subtropical",Sun,"Sand,Loam",Well drained,Low,Semi-deciduous,1 to 2m,0.5 to 1m,White and pink,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/103_adenium_obesum.jpg,Paul Plant,,,"Highly toxic, therefore not recommended for planting ",,,,,Active
104,ADHVAS,Justicia adhatoda,Malabar Nut,Adhatoda vasica,Shrub,600 to 900mm,"Humid Tropical,Dry Tropical,Humid Subtropical,Dry Subtropical","Sun,Semi-shade",Loam,,Low,Evergreen,1 to 2m,1 to 2m,White,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/104_justicia_adhatoda.jpg,Arno King,,,"Highly toxic, therefore not recommended for planting ",,,,,Active
105,ADIATR,Adiantum atroviride,Native Maidenhair Fern,Adiantuma aethiopicum,Fern,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate","Shade,Semi-shade","Loam,Clay",High organic matter,Low,Evergreen,Under 0.5m,Under 0.5m,None,Mid green,Unknown,Unknown,Unknown,Unknown,,No,Unknown,No,Yes,Unknown,Unknown,Yes,images/105_adatr.jpg,Department of Environment and Resource Management,Garry Sankowsky,,,,,,,Active
106,ADIFOR,Adiantum formosum,Giant Maidenhair Fern,,Fern,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Loam,Clay",High organic matter,Low,Evergreen,1 to 2m,0.5 to 1m,None,Mid green,Unknown,Unknown,Unknown,Unknown,,No,Light,No,Yes,Unknown,Unknown,Yes,images/106_adiantum_formosum.jpg,Arno King,,,,,,,,Active
107,ADIHIS,Adiantum hispidulum,Rough Maidenhair Fern,,Fern,900 to 1400mm,"Humid Tropical,Humid Subtropical,Temperate","Shade,Semi-shade","Loam,Clay",High organic matter,Low,Evergreen,Under 0.5m,Under 0.5m,None,Dark green,Unknown,Unknown,Unknown,Unknown,,No,Light,No,Yes,Unknown,Unknown,Yes,images/107_adiantum_hispidulum_hispidulum.jpg,Department of Environment and Resource Management,Sheldon Navie,,,,,,,Active
108,ADIRAD,Adiantum raddianum cv. elegans,Florist's Maidenhair Fern,,Fern,1400 to 2000mm,"Humid Tropical,Humid Subtropical","Shade,Semi-shade","Loam,Clay",High organic matter,Low,Evergreen,Under 0.5m,Under 0.5m,None,Mid green,Unknown,Unknown,Unknown,Unknown,,No,Unknown,No,No,Unknown,Unknown,Yes,images/108_adiantum_raddianum_cv_elegans.jpg,Nursery and Garden Industry Queensland,,,,,,,,Active
109,ADOMER,Adonidia merrillii,Manilla Palm,Veitchia merrillii,Palms and Cycads,1400 to 2000mm,"Humid Tropical,Dry Tropical","Sun,Semi-shade",Loam,,Low,Evergreen,2 to 5m,3 to 5m,Insignificant,Mid green,Unknown,Unknown,Unknown,Unknown,,No,Unknown,Unknown,No,Unknown,Unknown,Yes,images/109_adonidia_merrillii.jpg,Arno King,,,,,,,,Active
110,AECAQU,Aechmea aquilega,Eagle Flowered Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Orange,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/110_aechmea_aquilega.jpg,Arno King,,,,,,,,Active
111,AECBER,Aechmea 'Bert',Bert (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Orange and red,Grey-green and black,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/111_aechmea_bert.jpg,Arno King,,,,,,,,Active
112,AECBLA,Aechmea blanchetiana,Blanchet's Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,1 to 2m,Red and yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/112_aechmea_blanchetiana.jpg,Arno King,,,,,,,,Active
113,AECCHE,Aechmea blanchetiana 'Chester's Best',Chester's Best Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Red and white,Red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/113_aechmea_blanchetiana_chesters_best.jpg,Arno King,,,,,,,,Active
114,AECRUB,Aechmea blanchetiana 'Rubra',Red Blanchet's Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Red and yellow,Red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/114_aechmea_blanchetiana_rubra.jpg,Paul Plant,,,,,,,,Active
115,AECBRA,Aechmea bracteata,Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Red and white,Red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/115_aechmea_bracteata.jpg,Arno King,,,,,,,,Active
116,AECBRO,Aechmea bromeliifolia,Greek Vase Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,White,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
117,AECBUR,Aechmea 'Burgundy',Burgundy Aechmea (Bromeliad),,Bromeliad,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Red,Bronze,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
118,AECCAE,Aechmea caesia,Aechmea (Bromeliad),,Bromeliad,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,Under 0.5m,Under 0.5m,Pink,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
119,AECCAL,Aechmea callichroma,Grey Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Yellow,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/119_aechmea_callichroma.jpg,Arno King,,,,,,,,Active
120,AECCHA,Aechmea chantini,Silver Stripe Aechmea (Bromeliad),,Bromeliad,1400 to 2000mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Red,Grey-green and silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/120_aechmea_chantinii.jpg,Arno King,,,,,,,,Active
121,AECCAU,Aechmea caudata,Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Orange and yellow,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/121_aechmea_caudata.jpg,Arno King,,,,,,,,Active
122,AECALB,Aechmea coelestis 'Albo-marginata',Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,Under 0.5m,Under 0.5m,Blue and white,Mid green and yellow,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
123,AECDIC,Aechmea dichlamydea var. trinitensis,Aechmea (Bromeliad),,Bromeliad,1400 to 2000mm,"Humid Tropical,Humid Subtropical,Dry Subtropical,Temperate",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Pink and blue,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
124,AECDIS,Aechmea distichantha var. schumbergeri,Aechmea (Bromeliad),,Bromeliad,600 to 900mm,"Humid Tropical,Humid Subtropical","Sun,Semi-shade","Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Pink,Light green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
125,AECFAS,Aechmea fasciata,Silver Vase (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Pink and blue,Grey-green and silver,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/125_aechmea_faciata.jpg,Department of Environment and Resource Management,DERM,,,,,,,Active
126,AECFEN,Aechmea fendleri,Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Blue,Grey-green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
127,AECFOF,Aechmea 'Foster's Favourite',Foster's Favourite (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,Under 0.5m,Under 0.5m,Red,Bronze,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
128,AECFAV,Aechmea 'Foster's Favourite Favourite',Foster's Favourite Favourite (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,Under 0.5m,Under 0.5m,Red,Bronze and red,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,No,,,,,,,,,,Active
129,AECFOS,Aechmea fosteriana,Foster's Aechmea (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,0.5 to 1m,0.5 to 1m,Orange,Grey-green and black,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/129_aechmea_fosteriana.jpg,Arno King,,,,,,,,Active
130,AECGAM,Aechmea gamosepala,Matchstick Cactus (Bromeliad),,Bromeliad,900 to 1400mm,"Humid Tropical,Humid Subtropical",Semi-shade,"Loam,Open compost","Well drained,Mounted,Epiphytic mix",Low,Evergreen,Under 0.5m,0.5 to 1m,Pink and purple,Mid green,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,images/130_aechmea_gamosepala.jpg,Arno King,,,,,,,,Active
